ItmId,ItmPthId,ItmIdentifier,ItmDescription,ItmType,ItmSkinnable,ItmStackAmount,ItmMaximumAmount,ItmLook,ItmLookColor,ItmIcon,ItmIconColor,ItmSex,ItmLevel,ItmMark,ItmDurability,ItmMinimumSDamage,ItmMaximumSDamage,ItmMinimumLDamage,ItmMaximumLDamage,ItmArmor,ItmHit,ItmDam,ItmVita,ItmMana,ItmMight,ItmWill,ItmGrace,ItmProtection,ItmHealing,ItmWisdom,ItmMightRequired,ItmExchangeable,ItmDepositable,ItmDroppable,ItmCon,ItmSound,ItmText,ItmBuyPrice,ItmSellPrice,ItmBuyText,ItmThrown,ItmThrownConfirm,ItmRepairable,ItmIndestructible,ItmTimer,ItmBoD,ItmProtected,ItmUnequip
40909,4,ice_robes,Ice robes,4,0,1,0,48,0,1172,0,0,99,0,120000,0,0,0,0,-31,0,0,60,310,0,1,1,0,0,0,0,0,0,0,0,331,,40000,0,,0,1,1,0,0,0,0,0
40910,4,ice_gown,Ice gown,4,0,1,0,49,0,1171,0,1,99,0,120000,0,0,0,0,-31,0,0,60,310,0,1,1,0,0,0,0,0,0,0,0,331,,40000,0,,0,1,1,0,0,0,0,0
41000,0,===HELMS===,===HELM===,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
41001,0,merchant_helm,Merchant helm,6,0,1,0,0,0,265,0,0,1,0,1800,0,0,0,0,-1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,331,,10,5,,0,1,1,0,0,0,0,0
41002,0,farmer_helm,Farmer helm,6,0,1,0,0,1,265,1,0,6,0,2500,0,0,0,0,-2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,331,,30,15,,0,1,1,0,0,0,0,0
41003,0,royal_helm,Royal helm,6,0,1,0,0,7,265,7,0,16,0,3500,0,0,0,0,-3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,331,,80,40,,0,1,1,0,0,0,0,0
41004,0,sky_helm,Sky helm,6,0,1,0,0,2,265,2,0,26,0,4900,0,0,0,0,-4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,331,,120,60,,0,1,1,0,0,0,0,0
41005,0,ancient_helm,Ancient helm,6,0,1,0,0,9,265,9,0,36,0,7600,0,0,0,0,-5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,331,,400,200,,0,1,1,0,0,0,0,0
41006,0,blood_helm,Blood helm,6,0,1,0,0,4,265,4,0,46,0,10000,0,0,0,0,-6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,331,,600,300,,0,1,1,0,0,0,0,0
41007,0,earth_helm,Earth helm,6,0,1,0,0,6,265,6,0,56,0,15000,0,0,0,0,-7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,331,,800,400,,0,1,1,0,0,0,0,0
41008,0,baekho_helm,Baekho helm,6,0,1,0,-1,0,1228,0,0,99,0,30000,0,0,0,0,-10,0,0,0,100,0,0,3,0,20,0,0,0,0,0,0,331,,10000,5000,,0,1,0,0,0,0,0,0
41009,0,chung_ryong_helm,Chung ryong helm,6,0,1,0,-1,0,1229,0,0,99,0,30000,0,0,0,0,-10,0,0,100,0,3,0,0,0,20,0,0,0,0,0,0,331,,10000,5000,,0,1,0,0,0,0,0,0
41010,0,hyun_moo_helm,Hyun moo helm,6,0,1,0,-1,0,1230,0,0,99,0,30000,0,0,0,0,-10,0,0,50,50,0,3,0,0,20,0,0,0,0,0,0,331,,10000,5000,,0,1,0,0,0,0,0,0
41011,0,ju_jak_helm,Ju jak helm,6,0,1,0,-1,0,1231,0,0,99,0,30000,0,0,0,0,-10,0,0,0,100,0,3,0,0,20,0,0,0,0,0,0,331,,10000,5000,,0,1,0,0,0,0,0,0
41012,0,star_helm,Star helm,6,0,1,0,0,3,265,3,2,66,0,35000,0,0,0,0,-9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,331,,1500,750,,0,1,1,0,0,0,0,0
41013,0,moon_helm,Moon helm,6,0,1,0,0,8,265,8,2,76,0,40000,0,0,0,0,-10,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,331,,2600,1300,,0,1,1,0,0,0,0,0
41014,0,sun_helm,Sun helm,6,0,1,0,0,5,265,5,2,86,0,45000,0,0,0,0,-11,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,331,,5000,2500,,0,1,1,0,0,0,0,0
41015,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
41250,0,===Unisex===,===Headgear===,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
41251,1,battle_helm,Battle helm,6,0,1,0,1,2,265,4,2,35,0,800000,0,0,0,0,-6,0,0,100,-50,3,1,0,1,10,0,0,0,0,0,0,331,,400,200,,0,1,1,0,0,1,0,0
41252,3,tao_stone,Tao stone,6,0,1,0,-1,0,318,27,2,50,0,3000,0,0,0,0,10,0,0,-50,250,-2,4,-2,0,0,0,0,0,0,0,0,331,,8000,4000,,0,1,1,0,0,0,0,0
41253,4,pearl_charm,Pearl charm,6,0,1,0,-1,0,289,0,2,60,0,5000,0,0,0,0,-4,0,0,0,400,0,6,0,1,10,0,0,0,0,0,0,331,,12000,6000,,0,1,1,0,0,1,0,0
41254,0,amber_circlet,Amber circlet,6,0,1,0,-1,0,989,6,2,99,0,102000,0,0,0,0,-10,0,0,0,0,1,1,1,1,10,0,0,0,0,0,0,331,,204000,102000,,0,1,1,0,0,0,0,0
41255,0,dark_circlet,Dark circlet,6,0,1,0,-1,0,989,15,2,99,0,106400,0,0,0,0,-10,0,0,0,0,1,1,1,1,10,0,0,0,0,0,0,331,,212800,106400,,0,1,1,0,0,0,0,0
41256,0,yellow_circlet,Yellow circlet,6,0,1,0,-1,0,989,10,2,99,0,114000,0,0,0,0,-10,0,0,0,0,1,1,1,1,10,0,0,0,0,0,0,331,,228000,114000,,0,1,1,0,0,0,0,0
41257,0,white_circlet,White circlet,6,0,1,0,-1,0,989,9,2,99,0,116000,0,0,0,0,-10,0,0,0,0,1,1,1,1,10,0,0,0,0,0,0,331,,232000,116000,,0,1,1,0,0,0,0,0
41258,0,baekho_circlet,Baekho circlet,6,0,1,0,-1,0,989,9,2,99,0,165000,0,0,0,0,-10,0,0,200,100,1,1,1,1,10,0,0,0,0,0,0,331,,220000,110000,,0,1,1,0,0,0,0,0
41259,0,chung_ryong_circlet,Chung ryong circlet,6,0,1,0,-1,0,989,4,2,99,0,165000,0,0,0,0,-10,0,0,300,0,1,1,1,1,10,0,0,0,0,0,0,331,,220000,110000,,0,1,1,0,0,0,0,0
41260,0,ju_jak_circlet,Ju jak circlet,6,0,1,0,-1,0,989,11,2,99,0,165000,0,0,0,0,-10,0,0,0,300,1,1,1,1,10,0,0,0,0,0,0,331,,220000,110000,,0,1,1,0,0,0,0,0
41261,0,hyun_moo_circlet,Hyun moo circlet,6,0,1,0,-1,0,989,22,2,99,0,165000,0,0,0,0,-10,0,0,100,200,1,1,1,1,10,0,0,0,0,0,0,331,,220000,110000,,0,1,1,0,0,0,0,0
41262,0,amber_casque,Amber casque,6,0,1,0,-1,0,713,27,2,99,0,106400,0,0,0,0,-11,0,0,0,0,2,2,2,2,20,0,0,0,0,0,0,331,,212800,106400,,0,1,1,0,0,0,0,0
41263,0,dark_casque,Dark casque,6,0,1,0,-1,0,713,2,2,99,0,116000,0,0,0,0,-11,0,0,0,0,2,2,2,2,20,0,0,0,0,0,0,331,,232000,116000,,0,1,1,0,0,0,0,0
41264,0,yellow_casque,Yellow casque,6,0,1,0,-1,0,713,25,2,99,0,140000,0,0,0,0,-11,0,0,0,0,2,2,2,2,20,0,0,0,0,0,0,331,,280000,140000,,0,1,1,0,0,0,0,0
41265,0,white_casque,White casque,6,0,1,0,-1,0,713,13,2,99,0,148000,0,0,0,0,-11,0,0,0,0,2,2,2,2,20,0,0,0,0,0,0,331,,296000,148000,,0,1,1,0,0,0,0,0
41266,0,baekho_casque,Baekho casque,6,0,1,0,-1,0,713,24,2,99,0,195000,0,0,0,0,-11,0,0,400,200,2,2,2,2,20,0,0,0,0,0,0,331,,260000,130000,,0,1,1,0,0,0,0,0
41267,0,chung_ryong_casque,Chung ryong casque,6,0,1,0,-1,0,713,29,2,99,0,195000,0,0,0,0,-11,0,0,600,0,2,2,2,2,20,0,0,0,0,0,0,331,,260000,130000,,0,1,1,0,0,0,0,0
41268,0,ju_jak_casque,Ju jak casque,6,0,1,0,-1,0,713,26,2,99,0,195000,0,0,0,0,-11,0,0,0,600,2,2,2,2,20,0,0,0,0,0,0,331,,260000,130000,,0,1,1,0,0,0,0,0
41269,0,hyun_moo_casque,Hyun moo casque,6,0,1,0,-1,0,713,9,2,99,0,195000,0,0,0,0,-11,0,0,200,400,2,2,2,2,20,0,0,0,0,0,0,331,,260000,130000,,0,1,1,0,0,0,0,0
41270,0,diadem,Diadem,6,0,1,0,30,0,2106,10,2,99,0,400000,0,0,0,0,-15,1,1,600,600,3,3,3,3,25,0,0,0,0,0,0,331,,400000,200000,,0,1,1,0,0,0,0,0
41500,0,===Helmets===,===Helmets===,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
41501,0,spring_helmet,Spring helmet,6,0,1,0,0,0,265,0,1,6,0,1800,0,0,0,0,-1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,331,,10,5,,0,1,1,0,0,0,0,0
41502,0,summer_helmet,Summer helmet,6,0,1,0,0,1,265,1,1,1,0,2500,0,0,0,0,-2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,331,,30,15,,0,1,1,0,0,0,0,0
41503,0,autumn_helmet,Autumn helmet,6,0,1,0,0,7,265,7,1,16,0,3500,0,0,0,0,-3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,331,,80,40,,0,1,1,0,0,0,0,0
41504,0,winter_helmet,Winter helmet,6,0,1,0,0,2,265,2,1,1,0,4900,0,0,0,0,-4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,331,,120,60,,0,1,1,0,0,0,0,0
41505,0,ancient_helmet,Ancient helmet,6,0,1,0,0,9,265,9,1,36,0,7600,0,0,0,0,-5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,331,,400,200,,0,1,1,0,0,0,0,0
41506,0,blood_helmet,Blood helmet,6,0,1,0,0,4,265,4,1,46,0,10000,0,0,0,0,-6,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,331,,600,300,,0,1,1,0,0,0,0,0
41507,0,earth_helmet,Earth helmet,6,0,1,0,0,6,265,6,1,56,0,15000,0,0,0,0,-7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,331,,800,400,,0,1,1,0,0,0,0,0
41508,0,baekho_helmet,Baekho helmet,6,0,1,0,-1,0,1228,0,1,99,0,30000,0,0,0,0,-10,0,0,0,100,0,0,3,0,20,0,0,0,0,0,0,331,,10000,5000,,0,1,0,0,0,0,0,0
41509,0,chung_ryong_helmet,Chung ryong helmet,6,0,1,0,-1,0,1229,0,1,99,0,30000,0,0,0,0,-10,0,0,100,0,3,0,0,0,20,0,0,0,0,0,0,331,,10000,5000,,0,1,0,0,0,0,0,0
41510,0,hyun_moo_helmet,Hyun moo helmet,6,0,1,0,-1,0,1230,0,1,99,0,30000,0,0,0,0,-10,0,0,50,50,0,3,0,0,20,0,0,0,0,0,0,331,,10000,5000,,0,1,0,0,0,0,0,0
41511,0,ju_jak_helmet,Ju jak helmet,6,0,1,0,-1,0,1231,0,1,99,0,30000,0,0,0,0,-10,0,0,0,100,0,3,0,0,20,0,0,0,0,0,0,331,,10000,5000,,0,1,0,0,0,0,0,0
41512,0,star_helmet,Star helmet,6,0,1,0,0,3,265,3,1,66,0,35000,0,0,0,0,-9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,331,,1500,750,,0,1,1,0,0,0,0,0
41513,0,moon_helmet,Moon helmet,6,0,1,0,0,8,265,8,1,76,0,40000,0,0,0,0,-10,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,331,,2600,1300,,0,1,1,0,0,0,0,0
41517,0,sun_helmet,Sun helmet,6,0,1,0,0,5,265,5,1,86,0,45000,0,0,0,0,-11,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,331,,5000,2500,,0,1,1,0,0,0,0,0
42000,0,=== TIGER MAIL / TIGRESS===,=== TIGER MAIL / TIGRES====,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
42001,0,=====TIGER MAIL====,=====TIGER MAIL======,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
42002,1,tiger_mail,Tiger mail,4,0,1,0,12,0,139,0,0,1,0,40000,0,0,0,0,-12,1,0,100,0,0,0,0,0,1,0,0,0,0,0,0,331,,1000,500,,0,1,1,0,0,0,0,0
42003,1,jade_tiger_mail,Jade tiger mail,4,0,1,0,12,1,140,0,0,6,0,60000,0,0,0,0,-18,2,0,200,0,0,0,0,0,1,0,0,0,0,0,0,331,,2000,1000,,0,1,1,0,0,0,0,0
42004,1,royal_tiger_mail,Royal tiger mail,4,0,1,0,12,7,146,0,0,16,0,70000,0,0,0,0,-21,2,0,400,0,0,0,0,0,1,0,0,0,0,0,0,331,,3000,1500,,0,1,1,0,0,0,0,0
42005,1,sky_tiger_mail,Sky tiger mail,4,0,1,0,12,2,141,0,0,26,0,110000,0,0,0,0,-26,2,0,800,0,0,0,0,0,1,0,0,0,0,0,0,331,,5000,2500,,0,1,1,0,0,0,0,0
42006,1,ancient_tiger_mail,Ancient tiger mail,4,0,1,0,12,5,144,0,0,36,0,220000,0,0,0,0,-28,3,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,331,,7000,3500,,0,1,1,0,0,0,0,0
42007,1,blood_tiger_mail,Blood tiger mail,4,0,1,0,12,4,143,0,0,46,0,340000,0,0,0,0,-31,3,0,1500,0,0,0,0,0,1,0,0,0,0,0,0,331,,10000,5000,,0,1,1,0,0,0,0,0
42008,1,earth_tiger_mail,Earth tiger mail,4,0,1,0,12,6,145,0,0,56,0,560000,0,0,0,0,-34,3,0,2500,0,0,0,0,0,1,0,0,0,0,0,0,331,,20000,10000,,0,1,1,0,0,0,0,0
42009,1,star_tiger_mail,Star tiger mail,4,0,1,0,12,3,142,0,0,66,0,830000,0,0,0,0,-38,4,0,3500,0,0,0,0,0,1,0,0,0,0,0,0,331,,50000,25000,,0,1,1,0,0,0,0,0
42010,1,moon_tiger_mail,Moon tiger mail,4,0,1,0,12,8,147,0,0,76,0,1010000,0,0,0,0,-41,4,0,5000,0,0,0,0,0,1,0,0,0,0,0,0,331,,100000,50000,,0,1,1,0,0,0,0,0
42011,1,sun_tiger_mail,Sun tiger mail,4,0,1,0,12,5,148,0,0,86,0,1310000,0,0,0,0,-46,4,0,8000,0,0,0,0,0,1,0,0,0,0,0,0,331,,1000000,500000,,0,1,1,0,0,0,0,0
42012,0,=====TIGRESS====,=====TIGRESS====,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
42013,1,tigress,Tigress,4,0,1,0,13,0,199,0,1,1,0,40000,0,0,0,0,-12,1,0,100,0,0,0,0,0,1,0,0,0,0,0,0,331,,1000,500,,0,1,1,0,0,0,0,0
42014,1,jade_tigress,Summer tigress,4,0,1,0,13,1,200,0,1,6,0,60000,0,0,0,0,-18,2,0,200,0,0,0,0,0,1,0,0,0,0,0,0,331,,2000,1000,,0,1,1,0,0,0,0,0
42015,1,royal_tigress,Autumn tigress,4,0,1,0,13,7,206,0,1,16,0,70000,0,0,0,0,-21,2,0,400,0,0,0,0,0,1,0,0,0,0,0,0,331,,3000,1500,,0,1,1,0,0,0,0,0
42016,1,sky_tigress,Winter tigress,4,0,1,0,13,2,201,0,1,26,0,110000,0,0,0,0,-26,2,0,800,0,0,0,0,0,1,0,0,0,0,0,0,331,,5000,2500,,0,1,1,0,0,0,0,0
42017,1,ancient_tigress,Ancient tigress,4,0,1,0,13,5,204,0,1,36,0,220000,0,0,0,0,-28,3,0,1000,0,0,0,0,0,1,0,0,0,0,0,0,331,,7000,3500,,0,1,1,0,0,0,0,0
42018,1,blood_tigress,Blood tigress,4,0,1,0,13,4,203,0,1,46,0,340000,0,0,0,0,-31,3,0,1500,0,0,0,0,0,1,0,0,0,0,0,0,331,,10000,5000,,0,1,1,0,0,0,0,0
42019,1,earth_tigress,Earth tigress,4,0,1,0,13,6,205,0,1,56,0,560000,0,0,0,0,-34,3,0,2500,0,0,0,0,0,1,0,0,0,0,0,0,331,,20000,10000,,0,1,1,0,0,0,0,0
42020,1,star_tigress,Star tigress,4,0,1,0,13,3,202,0,1,66,0,830000,0,0,0,0,-38,4,0,3500,0,0,0,0,0,1,0,0,0,0,0,0,331,,50000,25000,,0,1,1,0,0,0,0,0
42021,1,moon_tigress,Moon tigress,4,0,1,0,13,8,207,0,1,76,0,1010000,0,0,0,0,-41,4,0,5000,0,0,0,0,0,1,0,0,0,0,0,0,331,,100000,50000,,0,1,1,0,0,0,0,0
42022,1,sun_tigress,Sun tigress,4,0,1,0,13,9,208,0,1,86,0,1310000,0,0,0,0,-46,4,0,8000,0,0,0,0,0,1,0,0,0,0,0,0,331,,1000000,500000,,0,1,1,0,0,0,0,0
42023,0,,,0,0,1,0,13,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
42024,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
42025,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
42026,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
42027,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
42028,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
42029,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
42030,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
43000,0,=====CLOAKS=====,=====CLOAKS========,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
43001,0,sonhi_cloak,Sonhi cloak,4,0,1,0,14,3,463,0,0,0,0,8000,0,0,0,0,-6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,331,,10000,5000,,0,1,1,0,0,0,0,0
43002,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
43003,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
43004,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
43005,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
43006,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
43007,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
43008,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
43009,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
43010,0,,,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,331,,0,0,,0,0,1,0,0,0,0,0
44000,0,===DRESS====,====DRESS=====,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
44001,0,sonhi_dress,Sonhi dress,4,0,1,0,16,3,443,0,1,0,0,4000,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,10000,5000,,0,1,1,0,0,0,0,0
45000,0,===Equipment===,===Equipment===,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
45121,12,augury_staff,Augury Staff,3,0,1,0,10012,0,1652,0,2,0,0,50000,0,0,0,0,0,0,0,0,250,0,5,0,0,0,0,0,0,0,0,0,331,,10000,5000,,0,1,1,0,0,0,0,0
46000,0,=====Staves====,=====Staves===,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
46001,3,staff_of_power,Staff of Power,3,0,1,0,10000,0,52,4,2,5,0,5000,15,20,15,20,0,0,0,10,10,0,1,0,1,0,0,0,0,0,0,0,337,,200,100,,0,1,1,0,0,0,0,0
46002,4,staff_of_defense,Staff of defense,3,0,1,0,10000,0,52,4,2,5,0,5000,15,20,15,20,0,0,0,10,10,0,1,0,1,0,0,0,0,0,0,0,331,,200,100,,0,1,1,0,0,0,0,0
46003,0,wicked_staff,Wicked staff,3,0,1,0,10004,0,612,0,2,45,0,50000,4,14,36,45,0,2,0,0,200,0,0,0,0,0,0,0,0,0,0,0,331,,1800,900,,0,1,1,0,0,0,0,0
46004,0,deaths_head,Death\'s head,3,0,1,0,10005,0,616,0,2,45,0,20000,4,10,39,45,0,3,1,0,100,0,0,0,0,0,0,0,0,0,0,0,331,,1000,500,,0,1,1,0,0,0,0,0
46005,0,bekyuns_spear,Bekyun\'s spear,3,0,1,0,10010,0,661,0,2,70,0,5000000,60,100,60,100,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,331,,7000,3500,,0,1,1,0,0,0,0,0
46006,3,star_staff,Star-staff,3,0,1,0,10002,0,64,0,2,65,0,50000,4,4,9,15,0,0,0,0,500,0,10,0,0,0,0,0,0,0,0,0,331,,2500,1250,,0,1,1,0,0,1,0,0
46007,4,titanium_lance,Titanium lance,3,0,1,0,10003,0,820,0,2,65,0,50000,70,80,80,90,0,0,0,0,500,0,0,0,0,50,0,7,0,0,0,0,331,,2500,1250,,0,1,1,0,0,1,0,0
46008,0,corrupted_staff,Corrupted staff,3,0,1,0,10028,0,619,0,2,85,0,50000,50,70,55,75,4,-2,0,-500,700,-2,-16,-2,0,0,0,0,0,0,0,0,331,,50000,25000,,0,1,1,0,0,1,0,0
46009,4,poet_whip,Poet whip,3,0,1,0,59,0,911,0,2,50,0,55000,20,40,25,50,0,0,0,0,250,0,5,0,0,0,0,0,0,0,0,0,332,,2500,1250,,0,1,1,0,0,0,0,0
46010,0,tainted_staff,Tainted staff,3,0,1,0,10005,0,619,0,2,30,0,5000,4,10,15,25,0,0,0,0,80,0,-2,0,0,0,0,0,0,0,0,0,331,,500,250,,0,1,1,0,0,0,0,0
46011,0,cursed_staff,Cursed staff,3,0,1,0,10019,0,619,0,2,60,0,50000,8,20,30,45,0,0,0,0,400,0,-8,0,0,0,0,0,0,0,0,0,331,,5000,2500,,0,1,1,0,0,0,0,0
46012,0,forsaken_staff,Forsaken staff,3,0,1,0,10005,0,619,2,2,99,0,100000,60,95,65,95,8,-8,0,-800,1000,-6,-24,-6,0,0,0,0,0,0,0,0,331,,400000,200000,,0,1,1,0,0,1,0,0
46013,3,wand_of_fire,Wand of fire,3,0,1,0,13,0,634,0,2,99,1,100000,10,20,15,25,5,0,0,0,15000,0,0,0,0,0,0,120,0,0,0,0,331,,400000,200000,,0,1,1,0,0,0,0,0
46014,4,winter_scepter,Winter scepter,3,0,1,0,90,0,2008,0,2,99,1,100000,1,5,1,5,0,0,0,4000,7500,0,0,0,0,0,0,120,0,0,0,0,331,,400000,200000,,0,1,1,0,0,0,0,0
46015,0,bekyuns_set,Bekyun\'s set,18,0,20,0,0,0,3,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,10000,50000,,0,0,1,0,0,0,0,0
46016,0,dark_staff,Dark staff,3,0,1,0,10025,3,2349,1,2,99,1,1000000,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,4000000,2000000,,0,1,1,0,0,0,0,0
47000,0,===AXES====,===AXES===,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,0,1,0,0,0,0,0
47001,1,hunangs_axe,Hunang\'s axe,3,0,1,0,19,0,645,0,2,50,0,5000000,50,90,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,7000,3500,,0,1,1,0,0,0,0,0
47002,2,white_moon_axe,White moon axe,3,0,1,0,19,0,645,0,2,70,0,5000000,80,90,80,100,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,331,,500,250,,0,1,1,0,0,0,0,0
47003,0,big_axe,Big axe,3,0,1,0,58,0,896,0,2,50,0,50000,30,50,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,2000,1000,,0,1,1,0,0,0,0,0
48000,0,=====Swords=====,=====Swords=====,0,0,1,0,0,0,0,0,2,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,,0,0,,0,1,1,0,0,0,0,0
48001,0,maxcaliber,Maxcaliber,3,0,1,0,22,0,648,0,2,0,0,400000,60,95,60,90,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,331,,1800,900,,0,1,1,0,0,0,0,0
